block_number,block_timestamp,txid,input_count,output_count,in_btc,out_btc,fee_btc,outputs_btc,out_addresses,in_addresses
17959,2009-06-24 16:26:26.000000 UTC,2952603e1767869816bb839b840b1b1d15812b5c84ff8b453b969f0b203045a7,1,2,48.99,48.99,0,25.00000000 | 23.99000000,1Cpd6ijLsakiAVTRqegjJyhXe61KYjy4ro | 1EsHBdSHrHQ42UzoBYx6upKu9x25NFXyBP,1EsHBdSHrHQ42UzoBYx6upKu9x25NFXyBP
18059,2009-06-25 23:03:20.000000 UTC,1e17fceec98e0d489548399860c7a7f5ad7b5fed4a76a1d73485c3b6703238f5,20,1,1000,1000,0,1000.00000000,12higDjoCCNXSA95xZMWUdPvXNmkAduhWv,1GCCpRxjuRApyHCijbbXMbdi4U9R9zZdM1 | 1GCA6LrVtj3Ns6SFvRqZNSkRJEi9gRYV9R | 1GbuU4CSSk88URrwboYnrsBttesRzASpv9 | 1FyxDhphqL3tfJXmm8AHdB5noFhHRUKur3 | 1EUEYFjpNQCX6aUN2iTMiSvy4rmao43fRW | 1NQjNS1yPmR67CbKN6m9Ga66uUD1R8sHpH | 133rG8daF4fHL5qUwH7pGYxpQwxADsGK1L | 1irw3y7Tx5QWTgJnnpAWuvTEA79rRdgWY | 1Dtu3DfvDbzjEtC6zE7qzKW43Jh8YGNXKe | 14GVqNmnWyFkJo9GBMyAxCwdx6i1t9zg3V | 149U3rMJif1e2b3KE7geYnrJUoRySKDM11 | 1Py8swjCugk1TQBe7dCjLsxPuvknxuSbsa | 1Q1vvcZtovMMDHkWAmjrbqiCAb9WHC8kGw | 1HL5dWNzEaFXJGtnjRCLejbzJms7tpkkts | 18UFapv71FbuKfrbFfqtokq15PWogNYSrD | 1Pjuk6rEHp1QYW9Xxai4jbkssEGSVE98h4 | 1CXLZhRB8KwWvKgTQ1Th33qxtohRcMoHGn | 1HzkPfCHh2VSuQ6X93sEb2HkzTGg4sgx6W | 1AoB31LdMNHYQWnjuQFZXrMWCuaqvEqMS2 | 1CCdQ12hYViwNwxiRdFbbJcvn8ZPRuw9SF
18253,2009-06-28 06:12:01.000000 UTC,6e0557700c3a11c3be9308013bfffd5ddc9680ca8fb62c1e94e3e0282857079c,1,2,50,50,0,25.00000000 | 25.00000000,1E2Xxn1s8huuczQKmAgqNR1jTZzq4wx9c8 | 1H1CksscHEP4RuUrFQQsVwWbvDwHT1oHZy,1H1CksscHEP4RuUrFQQsVwWbvDwHT1oHZy
18353,2009-06-29 21:21:56.000000 UTC,e2a2f15960e9a2346992f6032def94d7d42718bb5a9392aea04241d3c9f7c766,1,2,50,50,0,30.00000000 | 20.00000000,1NithGmSgUGQdsYg8gH8WEYtk1ZLxyJBDt | 1FNs7Hy3qigsRcTk9vLf5Jmxis5wgXzVCH,1FNs7Hy3qigsRcTk9vLf5Jmxis5wgXzVCH
18369,2009-06-30 01:03:37.000000 UTC,fbf9a1acc8e464051b336ea4359016a77a7a9c1388c2e90aa222d4ee290cb97e,3,1,95,95,0,95.00000000,1NithGmSgUGQdsYg8gH8WEYtk1ZLxyJBDt,1FNs7Hy3qigsRcTk9vLf5Jmxis5wgXzVCH | 13uycjnhWxZieBTFUWqwyjRckz2rJnsrKh | 1E2Xxn1s8huuczQKmAgqNR1jTZzq4wx9c8
18502,2009-07-01 13:33:13.000000 UTC,4dad7dd01dd65eaf24c75aa833af02002e3cb5494d8b524f6ad809976ec2132e,2,1,100,100,0,100.00000000,1NithGmSgUGQdsYg8gH8WEYtk1ZLxyJBDt,1AvbnTn4tdMUHgGgo7VJThbv34UYPD39za | 19ctCtYoJYZJrBXc5Q1WVUYMuZjB8K5pyn
18604,2009-07-02 23:02:29.000000 UTC,7221331ae19b913b7af2c52baa96fbd8f95426b2106b85781c9298f8dd4a20af,1,2,50,50,0,10.00000000 | 40.00000000,1ByKUypsA6yoR98RcEQitqhDuD5j9gRM1E | 1Ggg8zcYWMn4tMgK1arFGNU9Wg7ithp9yq,1Ggg8zcYWMn4tMgK1arFGNU9Wg7ithp9yq
19863,2009-07-20 22:54:07.000000 UTC,123a3968cd91b42cc1ecfb3d0d11e5b09d21e923344847a1e4b2577d3bbc69a2,121,2,6049.67,6049.53,0.14,6000.00000000 | 49.53000000,12higDjoCCNXSA95xZMWUdPvXNmkAduhWv | 1PwTyRyX3xBA1NLPuii9qBkeYv7uAouRHa,1PwTyRyX3xBA1NLPuii9qBkeYv7uAouRHa | 1HQGMiaLJ4FKGoReyqhu1AJkFJcMBug4im | 1Emb3RFG1rQEiX6dYsXGrcrA94PrHEEJg9 | 19X5HZdTgtCpwmNfbtnMbZxpMTpTGWdQaF | 1GKDAystYhqd665z1Vw5KLwLJY6Bo5VNNc | 1L9hoo2xwCYTNVi154tQV77avLMfzZTXaD | 1NjjERdgNR1rVS4MaKjNruY7BvuFQ1KV3D | 16DnqbB7xQNt22wRDEPgBWpXMDLab5x4QS | 14gFwvPF94ZoPtgd36bD78DmiLTC98H4vX | 1D8ovSMrFQW7aUcGZUjj1LcoT1TmreuYEf | 1A97z7CmgPE8WFqiBgyvQrrXHncW3sqVGW | 1GRniWVSt6KGs13TfrY6mMvZHSnurX3mgt | 1G88YErUNpyukAbLP1jW6BR34VrkrCV4zP | 1LDUHsdTQVWULrEr4AK4WJSUPpa4cPJcah | 1G8Z1D6PyKuSkt1PmdGzmhznemVVsCjRQ7 | 1CHWnEcsuuguGwKY3rX7vw2DY2aZRzUaDe | 1EEMrLJjBzmDvQsNEJS19wvmmayzSzfmkW | 1PCes96ciFoV1hSdR1Fx2MzcMyGzZz3fqw | 17WZs3Z1SYA75yVMBT378BQWxYn4Uytw5S | 1J5VgmTxADNKsBMELDjGebUWGqH25Lyqik | 1EVBuNUuL6vFAGKoF8bUvC9WV32QQJ8wVj | 19mLCsDeDJFURPRyMpvEin2wnx7bdEaon7 | 1MdRvRdNsTgVDMthwGLkYXTwivtQPFyLE6 | 1EQEShkRw34gf54g1omVhstovc6MRCTSBg | 17WDmEfj3C7nRtBLXUoqwVyapyXyr47KJR | 14DxcGUa6XiTzSkPMSY4dsUsWWtA2P55pJ | 1EfZmkKAyEEefu1WzeXhHF1RZ7oaCRhB1s | 1ENuG1Sia9o72SWE9uTEct4nqehrRsGMs6 | 1Q3BdLVjMNkeF3q52hS9xKEowu72sFNMBG | 1Hg2A4t6QkUqWmdcckYNLvMLHfjxo6yGH8 | 1BMZJu2aNWEr6mPygakpJB77quHrtcgT5A | 1EFP9Ajnj3eLvRkUN1HEsbjhSNQvqBtQZi | 1HgnF641KPERibiRN2zyfwzmhs1uxAeSej | 1GSrcM7xTHki8nEETSKkQGcNDWVsZHmuGY | 1GovgRN4zmq32HJGKLTEtx9Ec1VC8Y3heo | 18Tpga533qYdy8AJqzMir9om4ztdyCLR9j | 1Mzq6TAs3oXfbTEPbPjv2oDD378VLdesgC | 16YYbNuoCvWpC8j4rK8yHtqqFjQieY5feH | 1BHQtW8NFNS7gccqBVgZxxkTMtTQFty59A | 1NrmzdTfEzfmbsJxW3jH1HbLNkTYbn3MeN | 1JSzx6zB5wynSyhkGYrRV1NRpoE27Rm5r5 | 12FVMQMFoieNYN2usao48HjhpWx2Pin8HQ | 1LihqZ3DMyYecSvb7bsojpcrybGZGAvLhx | 1PB4ydQGzYk14mCjujUfr3fUrTAJiTLhqj | 124wRWVmAkRejjv6aPuF3B4qi5ww4uYKLy | 1MktB6vu8zkw1gnkMWitSZ3QxePkmCiTch | 1PwK8hZSeR6oL5CCDCQ1M7VLoC5noqrTLw | 15mVtJhESuQke2E9y6GG5WYuyxqLb8TpE3 | 1LSaht9o9ufPhTKm6sMffB6rMRLi77dSYM | 1F1mYyzgNub4R22CWjaNyhP4prDWdQ5EaT | 1G41zg1oyXrUu829jkMRmyrMdvMknqSzYq | 14QsDfxXdyrLtMmzpnBQUYxS9GbqaF1rTn | 1F4eKEhunTpNQxxtqPMKBSgNdGm1YfiGMr | 1M4mU7NTQHjo8RdXjwpy3wqrDZ7yCvtRYq | 13pMfGjrYj4X4MBQ5bZbW39kjVno75Ea5g | 1HQJ6BUieZM8TjChN3ntpVYDjtNkiY5nKE | 12qrENRPeLXAKW14iiT9x5uEB95SU1Mj8z | 1G63Eq7vN38bUR387AJvxR7YfY4CtKbX9R | 13dLae7qrykhWeZAUJrEjJD3UBMCDnCSa4 | 1HWG2aqZDzZtVRqmgwz6QHgkfxJZeWPo7N | 1BDhmVPrzupXsAMmK5vXj6ABW3D8RZ4RRy | 1NZF4LrAJL2FKsGUY3gpcCVZpek8eYc6B9 | 132eq4gfMqvrjT2UwRkMHxC7Ja8W7pLD79 | 12H2jb1V37uQeTUZPcg2BpNRcspPDEE52u | 1Du1MzGDiukhmnUive2cni97YcUrTy1HBb | 1FXPfHzmQDYNZgRotyDNF5MRVPhC4SHdjv | 1FB2VN9aDtYB6Au1eG7Q62Rdhs9JEfYcv9 | 1AhZx4iajXdvE5UvmpsL9VFE3Ckr8XiTsP | 1wsAmjGc3cbLybvu5YR9eCgRp7eMFrpKk | 1BmVb3JtU1FMpHpuLkXqA9ieAg28gLFYtd | 1EQt3kPZEz3BEYyQbjBBYU8dwTziWqFJpB | 13XQUEugYbpMeYfZZXBcaKBuHrd6udHt8v | 1PUBuPp2oX1Au31xRYJMtmCYZSFM3PT1Xj | 1FFRhXG1VmoYhewa4ePgLbGMMhDN3k5oED | 1MuLTU4yge1BetxmDdpSJXnLrT9AkdRbQ6 | 1BShpnLFXxE7WHuPeBQmTgn9XbJRrRbDfj | 1NmsU8zp3nUPXxyJhn5bBrhjb3hbdVcHSd | 18ELjP6LcEA11Gem6C38jz4jWMxRxBCuki | 176o2UZnEYA1yW9yVwGAiZ3cqwj5sy2fCa | 16oqowCnG1ejSYsMwwcH4KXBvqF5UcNVLm | 1GboP1N9w6sf9HRW4CZQz1wAdZqusbrY68 | 1B3haCtgJnqUwRbfW6zqN5mLiizVb7Vbmc | 1Ap1m3SmqRinJtwfiAA4eXGhmzXf3hGLYE | 12QNrdmontwYN79C3eqj8ur6xuhfJVTKQC | 1FZVvgCA8PmincDSjBecgLgUnQ2nBcDzPE | 1E1vstF3FqWVcSToetvKuXT5FTNo2XQBmf | 1PyrUneZeboEPoND3ZRyQsi3EXGoC2T8La | 16GW7VDh46pamYoq5A2eySHNUG2nMZjm2U | 18Vvt2bsZVPAVvfAwEXZz3CrNE8cqoEedU | 1LRndcAt6bgax8EKysxvgF4geFKJRBBsxV | 1NA8JWASvBbLnQUKFMhCBZVFAa23a5wJvt | 1PY2xaiMVRYyo4Eva8ZdZ2D6Rhpj5Zvaj9 | 1MDXpRMX1mquGcfk6fvWQmCghNxogeDDRn | 1Py5rpPiJ95uXsooiG7AjTjh6TfbGT4WHg | 19KwywexrA6uz1NF3gQ89CoYab4zwj7N6y | 1Fdq9m8bLMS1Pwr5GZusjzw4KsaZcSNU3s | 14FwRKa5E21MLQ4THyUP39tAc58xY7YDwk | 1PbThNwmAoBMm9S6z19zrFf5bzMpuaPKLe | 19SxEAjMi9R5No49Lh1qRmQHS5Vzkg2p16 | 1PN3tLXnUACKQkubFdSJuoCvX8J5B3xwQT | 1AgPwzp1dTjJv63tis5b8gYns6JYbmmNLL | 113Gt6bGGG9mQT8qzUo3xNQFCi58dzwtPa | 1Q3is76xrjywPSL9m7dJAdqdPsRiwegc3N | 1RRDYnU71ZWq6e3gCdmmjzvry5hts5o1M | 1M89rdDit4gR52V3mDuGFsCmfotJsjPa7G | 1Kuh6hhm4MnSBzVxdzUpDAWq3ZQLktjTA1 | 1FqxEL8soH9UNRe6xrqxboDyQQPM17nYH7 | 1EZM7FnHfj5tJXZTjkp1Dnt13495HtpdMf | 1MfHLqeW4weyWviTurTVysCTSE8TmhvknK | 13W732ZiUQuxgG9XWXbR91ghKacxijEwKD | 1H8Fugyket2cp1iutuhxywkcgf4cQnrxe4 | 19y9jzp2wpNQhSgJd5vHZ8nFeRBY49FWUU | 1MNH7Tcs28dKXAuaZgEjzBxFYRCxus1uuX | 1MV8joAHY9MYtAirGgLn9mSpKk1Z3Sxvxn | 176jAVHGbYYVU39oVZP8Lfocf9Do1iBYDB | 1F3ydvBpxK6uC3r5QJ9mc3xmmoyKcPgjZr | 14vg1VzeEmT8Zdu18ytzimpzAs8Q6hyNNV | 1BbHqb3StekpRkAFNFrZmu7ZhzaaqdH3vL | 1CfQ3z3zv3GSBFrZE5QDXApPKUh4vT5Len | 1MAejb5kdhT3jocvVmnzF9QobebhPuzKQB | 1CkFichNh6TPYLrsswxCD3e9CtQEK8PJy8
20343,2009-07-29 21:20:39.000000 UTC,9b9176f85a4b21b6e0d1be4a41122b659d7724abe7da8a8d7983899fc845ab21,2,1,100,100,0,100.00000000,1GZ274NgVCafuwK1LrnAirzKGt4FxENEqK,1KmDsyxznTrq7jFnGvX266HzmTmiYLbhmv | 15DrFWrxpyPDvZGP1qeS1yEhhqNX5St91t
20354,2009-07-30 17:57:36.000000 UTC,8449a1e57f2b34c755ab233e68e9ae45c689dd6d457f70dcb69a2508f90f6522,1,2,50,50,0,5.00000000 | 45.00000000,1EG2ZcVyT8JtGgAchrz8tHmXJMu9QPPUM4 | 14PqZrw9FCUhhYRveSiJ6Jh889DDdb5mVR,14PqZrw9FCUhhYRveSiJ6Jh889DDdb5mVR
20770,2009-08-07 22:27:45.000000 UTC,cdfd2e9b4ba6d086f4281699bb34f4398697c2fab699a2be0a591ede351b3947,111,2,5549.53,5549.4,0.13,5500.00000000 | 49.40000000,12higDjoCCNXSA95xZMWUdPvXNmkAduhWv | 18dBAAdfR23pioGd9VN1Ji1pgGoHBr8RBm,18dBAAdfR23pioGd9VN1Ji1pgGoHBr8RBm | 16rosAGV5jBi9KesgBays9dpUfcnMqXWK6 | 18CBLZeQFqRWuhMoGDsG7GPqLt8eGzS7so | 17oqqUwZxn8KWa3JcyiKqeJsoEDC9wiJ7w | 1Kgi6innvvKGEbx65hL5Kyk5anAsAkNxMk | 15B7SStBPjDsudEdxfxaVVEscnktzk2UoN | 1Do9dp3ArMHv3iQYogTsLQpoCPGXF2Rk4R | 139wTwxi4NV6L33MNbXvbjQWfKMFbUCwxw | 16d9Z8pxY8GSs1VTSomWS5EuibHwKBUd15 | 1HcciVorBh7UVazyy3zLMKKEZ3BHUz6d4K | 1MBhsH5pPwxdPauhTJhDyER98xyhCkati3 | 1FDErJfw5T8VrATPHuAjNnGrigAnp3rSvt | 1PPsHaNp5gZmxf4TTnt7GhQN2r2UUTKWKF | 1X39rJ7fxT3bYbtKEGWp5vZEdCs2xsT27 | 1DxP8VXr6KzjcwXUPP2B9a5dYQvrAzqBJW | 1221LU5egNYth6hxdXiNKZBiRcB4Q1UnFh | 1PeyH6Qck1Ed1Mo9HQorRi6JcV94zJsU1M | 17bdBQBouWiGVY72DD6EvfyvMLgFTK94wp | 1E7ZBQHUd97ucXHXyAmwrbfUNzvXabJbgA | 17EuoXfB1EBKGSjdLkdgMKXu8pQN8JR25C | 12A44NBiK3kka6ciT7Zwoy4pK7W2BdwuiK | 1HjtzjopZmPhbJWhUVKrkfLLdoXo8gBs7Z | 18H6LS6SdhFC26cNJzJzw4x7hgf77RJjbQ | 1KWYjRGuXRujToMe9QwV6rBn2ckTHzDb7v | 1BKDeESSoDERLopkoxJuGCotXnGvaY7zgE | 17mdRWE2sSegtDqUmrwd9dzuoHccraXBft | 1Q6v5VAUHjrDJiqwCGtwQpxMs4R3R4Gsw4 | 1BEnDU3B7zvbkRym476NwEdgfyxVycC4mR | 1FeWNJ6piPbAicnVprwwmSzyS4HwaZV5Jf | 12NTmHXLzEaAaUyeVkDDRSTwrjNWXuWQjW | 1AyKfLR55ZqQFjqB6F3KEDvm5csmq3w6j6 | 1EB7xSAmNvv2Vb3qE9VoE81mBTpJ5eJGi7 | 1PczAYKgkgcysoVcshAdwBAXwo9cjeEs4b | 16Vd9GCQcuK9YjyPt7jdczna594v7YLtVc | 1NGcPmmyAjbcAfQHwCdU2i62rG9X2Mux8Q | 1NZ1vEz2668jpGopAwsHMjbrmAC2oTEhxM | 1L5sUZVUqqrkK4Ei74vLKbNq7mDtqDXn9H | 1CNHmo7CFmb3SREaWLod2Vjm6dJHs19UuG | 1gUFH2pxbGk2NnBzxN2qKd7CouNSUz2NK | 1FDWTroceopx1D8L54tc8WNKUHWjK7mVTG | 1CWvmqcRuZzTyjABW4fpKQFbE4DjmTxx1z | 1EFytKqP2NN7tGRf1GVvN3VwHeGbrj7gnd | 1GxXW4JmHfEEv71NySNS9CMJAYaUWH5pn1 | 1wAEj3ydnkr42hhkvVnzEM7dQ7A36rxPr | 144KLAoA5SKcahCx8Nxe47bZyAMSjXDrE9 | 1GtwF4HoqmKPyjrYTXMDBxfQQHSqE1xiuz | 14KAVekMY2ZGs9Z4SRBnLFrsQVXLkPrhY7 | 1B5cSRWnVJu2oxPsgbmWiAf8cSypPvVdKh | 18yWxSGaAbwLRyWu4r2NqBBtUmakqxxV2V | 1Pvp68V29mZ4fSF91QoX1W1hidAWuYmCaJ | 1LBsERpm7Q4VCKkyaVtZiHVPWAnjiiBsUX | 1QYHAMoiF1mXYWbk471W1dRNyyzpb4XwR | 1Gd5xmfD5h13mDMu4GGH4UTTQWsyAh9snQ | 1NkWy5zkSm58qW84egTHtKLTbF8MZSNNGs | 12wkpxRrXEhgN6BVdY5VsGaXJD5pVXzFMr | 1CXM5SkfYeM1A9JfjKyCErVziHzozUuDdc | 175fYbxcP9cZnhU2iPa1r6hfiXpqDje716 | 1B327r8pfxL1zf41vZjUu32Pe23XWWGE5j | 1HEFW3BikTQ3iQKqJjcbk7zdv2Sf3D4rCQ | 173rUddUhTgdfU119asgPnF8z6KMX9ThSv | 14gcsww8XcNwAPCUCxuPDt2if2vVz2k2Xz | 1E4j6W9ihoTS1WhXPCti1YfSxruqzMd8G2 | 1KtjxnAEmjNvLEZWqzyb5PCns9KPTf4HqA | 1LbujvDEoavHnAefVrWW23VJnbgRwCPuAA | 17LfhGMp4CWMCSXoVq1hjz5kzw3pKh79Ga | 1Egnjz7YheJiLCA8uwTNYMgEqdpiWzw4Fa | 19QgMUFH9HnNDUm679pNVofE3ZBGCtxcb5 | 1BiQzRj68eAqZV5cHRSvhYnep7oRsXxXEe | 1PNGhEndonczWPJneQJyV9LL2Ct1hqqHZD | 14YJenG18YT4gy2yVoEgqzJtcAC2Zc6TdR | 1PwTyRyX3xBA1NLPuii9qBkeYv7uAouRHa | 1Gz7kfbLeRCaHufGGjEkvyDQNZ7gggGAqv | 13KRzVDPVniCWEMf9Ha8VvtDiS7q9b5AbP | 16NPHYoxYimnYN1R6PJKqn9v7igb1KZUF3 | 14HcNfgEcrMHmNvmstChKoGHEnhzaG9yrT | 1DrwMLsvmebd48hgWe4Cqs7UcdQEvfRhYL | 1FUQUQVCRy1sFWSZxaEu8JR8SqFceusGnm | 15489E2h2V9XwFVJdiu85zUWYD5Gu9khrf | 1NKvD2AVk7XZPmiGHDpSBSyLas8TYPWtUv | 1KcFhuz4mZVG6etmKKSV6vhsPi3atNshP9 | 1Q6Di3E9o3uTfGxi4PCXBE2miXiNYDPA4b | 1Jva8vk3Pn7ZzGCJRv935qvJaPQ9c7jnbA | 1HLq1Mo72DYoZ3bMieAZ7WNT11Yh6EwiMy | 1HyunN4Na373y1xGgKVc24sGurJ6jJcgww | 191Lpu1eQ6gJMe1KrGaPj8HFnCF1vZsq6x | 1Khzraw6Psy9Sb1XPJj8BaCFCVX4Rig2eS | 1HxBqh7CrV4U2VBL4uGYQeGBqm5oLAYgeA | 1FBzmAQ1QT7XL3Wvtx51C2bQmRV1mJcpKB | 145KqakmRXswWGumyE9HaPKFC41iVVeah4 | 12eGf5me8v3Rz1UGDBKAnY5RTGndZmykxZ | 1J2YPVfRKSoGfYcf8AgMtjjBqAEciysav1 | 1NqbR2QSSjhiUZ4RabgGzA4Anrw4ijUdn8 | 1Dyj7ANW1tn26EarDwCT2HBTCqLikimuV2 | 1F38V1Lo4G1b77caFuY8Cj8whzj8kxHnpN | 1CsmhRDVwdEvrS2dhdFT9LkegpDgnSCLnc | 15a9EQTAAVQQzHnF9rxx1q9bnCeXUCc25B | 15SfLs8Y9pUAQfhm9VU6XTn2AYwepyQidD | 1J8LS1HiBXg2Dn2mgNhLEvdCkC9CFuuQ2B | 14rb289e13jUS3bVFaxUSdjvp6XjXqMSix | 18xYYPy5H8aPUEruwJjhTSrj3JTUEqcqAz | 1PZDpsvnbGL1tfvznKAoyNRHqR7oF7VVLC | 12FGJ5b4WZxDmq6SogVRtsZi5Ap8Sq4zEJ | 12HzgiGqrAaA3i74zJuPm5tB5CVRo9d7yu | 141UwmzPUtADjUvdbpfQLzemCZJS3NHKuA | 1ChKTiKxibPxy1xk9GCVJLqYzQnjhaNKbV | 1AShGjRZxvffT41SBV6nPpyyay92DrfVNR | 1JxKffdAfmTcQRBnV9qRoBTLfnGv7r8foR | 18PHLv7j14bDt3WVZyqEMPUD73F4eFfepB | 1BpQ2jJsnwFdQ28vxTJsJFYcKBW8RRDxjk | 16vuyqFxGwjAuYstzaFVAWyKYVPLw2woj2 | 1DreJF26VGydTmFgv9QBpfvRRZVRgRLari
21563,2009-08-26 18:23:18.000000 UTC,18bd07424d7ef0e2902e04f7ffac4ac9676dfbb41118af4323e352e1398c05d7,11,1,498.53,498.53,0,498.53000000,12higDjoCCNXSA95xZMWUdPvXNmkAduhWv,13i2H6JPg2jnrpsr5i2CmMRMLoWusovjt5 | 1Bj1hSfkjHqY65tki7LfyqqJbswbrb7K5J | 16UHCNXENBQGjeihbYV4b9pk5yAJ18eJ3P | 18dBAAdfR23pioGd9VN1Ji1pgGoHBr8RBm | 1DWw1AUsgr3ukmySZzEqsCKchzXKKUNho9 | 16NFt2ByZmHeeHEZa75Wj35p4Zs3uzQ8Jk | 1gZiJ2sr4Hptje6hEDSzzn5noweQAxskq | 1GSUxU95RifHzedGR1Fmk2z7oZ6SfUonK4 | 15X2ffQhwQBrHH6AYQguUh7XwGePN2SHWj | 18tEw5V1a36PhgVXri9Bh8oGTTphPhXYCs | 1PMBdjJzmukn594YNVNnbcidBhJga7XXwn
21563,2009-08-26 18:23:18.000000 UTC,3e6994691cce8ce35f3b1331896b05b600ea512c9a7bb63a8e14612d5ec897ad,36,2,1800.13,1800.13,0,1800.00000000 | 0.13000000,12higDjoCCNXSA95xZMWUdPvXNmkAduhWv | 1GSUxU95RifHzedGR1Fmk2z7oZ6SfUonK4,1GSUxU95RifHzedGR1Fmk2z7oZ6SfUonK4 | 1L1TE21xBf1o81S9CnMVsAqg8jP6rCwPz9 | 16Ceh8En6L7y2BqfoGts43kfufAYMKqUWG | 17bse2DB6vU7hZPPLnp21RpmQVoa6mZrTj | 1FLjg1NaeM5ynzKtTjq7DtQVWdfM9uLA3e | 1DEv8FoBg7bwfz2dMj6X75VzPEuDgJD33R | 1PsywUmh3cjWFU8JD3rd9F9Qk6u5UNS11z | 1NBaPRiMQuzutvMwKkcNJxXUonBVVBTNKE | 1WAySPyboJSvyj8oc8YbtFtHaXRsNt2BY | 1ERBj1R7VknbTuENhZ7WTjb6hBds2vktv8 | 1724eP5dcHkLtmkzdSnUxQ3xQdj6n1PMC2 | 1DvTuWSmy8dvHo86EzdqyTMbA4aDRXJQ2g | 1BKZLdT1Rq31GZcTGsWSN8LXSLg7Zt8ZAP | 14HhPwYKtsGwSP7hPL9N9GEssmA3ho1YjF | 1ANLQDQRS8x4BKgXS126XrLvCBGd2ZF4Qq | 1HkSTfzDbUi8Z4ndq5n14bHii9yoJtnn25 | 1EY7pLM2ezu2UNMogG1YxBeTXShSXTpFFa | 18pCszeNKDtq7WWQ3NnjtiHfx5FKTFigq8 | 1J6vDEXqyFV2LZokuwLhvwefzBENjXVLMD | 1Cnu2HSCup3kXDCnZaQ4hWHEZaChvT9qMP | 1AiJnpJ9qEi9Vbd1H2KGx3MpdiaqEqpaq9 | 1JTtynUeqDRn7eWRFDXNxE7THS5yY6xa9G | 1NnNWqovjA7H25yWNFMCKoiojU2SsKaLVM | 1BcvcnMYZoydPHG3i2zC57VPNsStCeB1jA | 18ACuS7iHjZ3stMhcsXAXSnsDL7Fud8Rn9 | 1NXXYVm1eK2umRKJFMwiTAXSQNvZtpASXH | 1JkkVJJptPUs12kyuJAzEQzLmVnBUuPzyD | 1LzD4rdoS458ZsRDPgQuWqbVct9yfVuqZ4 | 1NpPmJ1FSjTuTKjxwbrf2rvoSBPBnWJ28D | 1LmpmqHwg2mKwKx3FmSi2ysryjbR7FhjqD | 1FXF6c15BDX2eCRfg1fsr7yFjcKj68Ge7e | 18WZji4c3BMcoiNEqj3hk3H6siSE5ZjXMw | 14FSefptcrNZ2avh8PTRd2qh8VLQuxQUoB | 1K8gsC5RxvxbwajinJyTryedW2XinRTC7a | 1NxvtZdaeKUFNcrLUrHoFkiU3du5h1Svs8 | 1MXqSY8hNuHeKJUsCGcz79YkxxshbRzFwZ
21563,2009-08-26 18:23:18.000000 UTC,6106c76b1c0cdb6123ddf93b2782b1cd17a9bff3434688661cebc6c159d0a24d,1,2,49.4,49.4,0,1.00000000 | 48.40000000,12yrUmFBpsoh9CrV38LyxsAtJ4Y7ymNJ7y | 18dBAAdfR23pioGd9VN1Ji1pgGoHBr8RBm,18dBAAdfR23pioGd9VN1Ji1pgGoHBr8RBm
21777,2009-08-30 05:37:37.000000 UTC,b5b52b8989eec1f1adf045676aec9f47be4f17782de442f95b5679a4ad54c79f,1,1,50,50,0,50.00000000,1NAauy83Upy9yYv5zjcjk4hwPRJWnzvX52,15xUYUHTghThR8aQSLLY8uHnwcAKPSMDhH
21897,2009-08-31 11:06:52.000000 UTC,c235d6d86a7cc4a932045295b3d2558a0582a8b8eb078978cc8e23cdca056970,6,1,300,300,0,300.00000000,1NAauy83Upy9yYv5zjcjk4hwPRJWnzvX52,1Gi8BswQjQkQsoPBTfWeS8VWAu4znNRzYv | 1PkQ8a69PQCHEJQfy5dP1oaEUhMCJHs51h | 1Gi5Kv577monfQ2BAEMXAk43icTHoAJi5u | 1A36PKyhPSfw1yvXJXg5YZqWEvjLzoZoRa | 1JDBEKqn7AUSAPPHs1hpbAfTqe9mWZAAPc | 1JaWCbEspaA7yGTJa21AG1n5i8FomWo9Po
22107,2009-09-03 08:54:10.000000 UTC,374acc94a6ceeac1722a1a10f69c561698c0a4f8389d657425d50a17b9880691,14,1,700,700,0,700.00000000,1NAauy83Upy9yYv5zjcjk4hwPRJWnzvX52,18nXCLpwAHezznJYYZ4YNJCUAJBsMEusQV | 14tn5ygzEVvgbDzUMFH8xs3zLdhFzU7cah | 1B3GmFmqXAG46qLLacc3MMnHBK3jpfxvpj | 1F32rMdM6voxLcrgc4SH8D7jvWzqtCLBYm | 1HhpLQdZ4DX4jsKWd6tX4pLPwwqAaQQWH1 | 18rpZU2mSLBAegMvRmdoqvefPbruAK8pjB | 1Ls6S5VLntgFKcCNkLyvzASdPgMQPAjQCL | 1E2Dou7UQ7zK5iVuHCW7p3QqjZR3qLVkHP | 1NuredHzQJQUrYGWX4XA5Ew1oXHsCXMCYd | 151joJ87dKWt5YuMfkqQ5pDxji99f6Hzpe | 1KLZYJbGybRgMXVKzZrV9hshne2nUU8nDj | 1kuBf3LF7ijdNLaJskmVZtp6WRhZLLmoo | 1pTqPYso64c2L82FtJZrQXY1RgRJjkQcv | 19xsmB6giAdgGpMuAgAEqhjhLJTKJ5A7bA
